DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION
AYACUCHO,HUAMANGA,JESUS NAZARENO,PAP JESUS NAZARENO,OPERATIVO,08:45 a 16:30,RICARDO PALMA N°249
CUSCO,LA CONVENCION,KIMBIRI,ORA SAN JUAN DE KIMBIRI,OPERATIVO,08:45 a 16:30,Aeropuerto S/N
LORETO,ALTO AMAZONAS,YURIMAGUAS,HOSPITAL SANTA GEMA YURIMAGUAS,OPERATIVO,08:45 a 16:30,JR PROGRESO 305 - 307
PASCO,OXAPAMPA,CONSTITUCION,AG CONSTITUCION,DESPLAZAMIENTO,08:45 a 16:45,Fernando Belaunde S/N 4ta Etapa.
LA LIBERTAD,GRAN CHIMÚ,CASCAS,PAP GRAN CHIMÚ,OPERATIVO,08:45 a 16:30,Progreso S/N CDRA. 3
LIMA,LIM,CHORRILLOS,PVM - PLAZA LIMA SUR,OPERATIVO,08:45 a 16:45,Prolongación Paseo  de la Republica S/N Urb. Matellini (2do nivel del Centro Comercial)
LIMA,LIMA,SAN ISIDRO,PVM - SAN ISIDRO,OPERATIVO,08:45 a 16:45,Javier Prado Este  N° 990
LIMA,LIMA,YAUYOS,AG OCROS,OPERATIVO,08:45 a 16:45,Local Municipal Plaza de Armas
LIMA,LIMA,SAN ISIDRO,AG EREP SAN ISIDRO,OPERATIVO,08:45 a 16:45,Javier Prado Este N° 990
PIURA,SULLANA,SULLANA,DE APOYO II-SULLANA,OPERATIVO,08:15 - 13:45,Santa Rosa S/N
PIURA,PIURA,TAMBOGRANDE,ORA CENTRO DE SALUD  MATERNO INFANTIL - TAMBO GRANDE  -CARLOS SCHAEFER SEMINARIO,OPERATIVO,08:15 - 13:45,"AAHH. Froilan Alama, Zona Industrial"
CAJAMARCA,CUTERVO,CUTERVO,HOSPITAL SANTA MARIA DE CUTERVO,OPERATIVO,08:15 - 13:45,Ica S/N
LAMBAYEQUE,OLMOS,OLMOS,OLMOS,CIERRE TEMPORAL,08:15 - 13:45,Av. A. b. Leguia/Calle Alfonso Ugarte
PIURA,PIURA,PIURA,MAC PIURA,OPERATIVO,Lun a Vie 08:00 - 16:45  Sab 08:00 - 13:45,Sanchez Cerro con Wiesse Centro Comercial Real Plaza
PIURA,Paita,Paita,ORA  HOSPITAL MERCEDES - PAITA,OPERATIVO,08:15 - 13:45,Zona Industrial Sector  II Mz H Lt 01
TUMBES,ZARUMILLA,ZARUMILLA,ZARUMILLA,OPERATIVO,08:15 - 13:45,El Ejercito Nº 105 - Interior Biblioteca Municipal
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,LA BANDA DE SHILCAYO,OPERATIVO,08:15 - 13:45,Yurimaguas N° 340
SAN MARTIN,SAN MARTIN,TARAPOTO,ORA TARAPOTO,CIERRE TEMPORAL,08:15 - 13:45,Ángel Delgado Morey Nº 503
SAN MARTIN,SAN MARTIN,TARAPOTO,ORA RIOJA,CIERRE TEMPORAL,08:15 - 13:45,Jr. Tupac Amaru S/N
SAN MARTIN,SAN MARTIN,TARAPOTO,ORA SAN GEMA DE YURIMAGUAS,CIERRE TEMPORAL,08:15 - 13:45,Calle Huallaga S/N C-4
SAN MARTÍN,Moyobamba,Moyobamba,ORA HOSPITAL MOYOBAMBA,OPERATIVO,08:15 - 13:45,Jr. Grau  cdra. 4
LA LIBERTAD,ASCOPE,PAIJAN,ORA CENTRO DE SALUD PAIJAN,OPERATIVO,08:15 - 13:45,Carretera Panamericana s/n
LA LIBERTAD,TRUJILLO,TRUJILLO,ORA REGIONAL DOCENTE TRUJILLO,OPERATIVO,08:15 - 13:45,Av. Mansiche Nº 795
CAJAMARCA,Hualgayoc,Bambamarca,ORA BAMBAMARCA  TITO VILLAR CABEZAS,OPERATIVO,08:15 - 13:45,Ricardo Palma Nº 689
CAJAMARCA,CAJAMARCA,BAÑOS DEL INCA,ORA BAÑOS DEL INCA,OPERATIVO,08:15 - 13:45,Jr. Pachacutec N° 489
CAJAMARCA,CAJABAMBA,CAJABAMBA,ORA NUESTRA SEÑORA DEL ROSARIO,OPERATIVO,08:15 - 13:45,Jr. La Torre N° 277
LA LIBERTAD,CHEPEN,CHEPÉN,ORA DE APOYO CHEPEN,OPERATIVO,08:15 - 13:45,Av. 28 de Julio S/N
LA LIBERTAD,TRUJILLO,LA ESPERANZA,ORA DISTRITAL DE JERUSALEN,OPERATIVO,08:15 - 13:45,Pasaje 1 Barrio 33 Mz. 20 Lt. 02 Sector Jerusalem
LA LIBERTAD,OTUZCO,OTUZCO,ORA ELPIDIO BEROVIDES PEREZ,OPERATIVO,08:15 - 13:45,Calle Progreso 385
LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL BELÉN DE TRUJILLO,OPERATIVO,08:15 - 13:45,Jr. Bolívar Nº 350
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,ORA CÉSAR VALLEJO MENDOZA,OPERATIVO,08:15 - 13:45,Jr. Mariscal Caceres 1145
SAN MARTÍN,Mariscal Caceres,Juanjui,ORA HOSPITAL JUANJUI,OPERATIVO,08:15 - 13:45,JR. ARICA N° 205
LORETO,Datem del Marañón,Barranca,ORA SAN LORENZO,OPERATIVO,º,Barrio Huacachina - San Lorenzo
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,SANTA ROSA,OPERATIVO,08:15 - 13:45,Jr. Cajamarca Nª 171
CUSCO,ACOMAYO,ACOMAYO,PAP ACOMAYO,OPERATIVO PARCIAL,08:15 - 13:45,Plaza de Armas S/N - Palacio Municipal
CUSCO,ACOMAYO,POMACANCHI,PAP POMACANCHI,OPERATIVO PARCIAL,08:15 - 13:45,Plaza de Armas S/N
AREQUIPA,Arequipa,Cerro Colorado,CENTRO DE SALUD MARITZA CAMPOS DIAZ - ZAMACOLA,CIERRE TEMPORAL,08:15 - 13:45,Calle Yavari S/N
AREQUIPA,Arequipa,Arequipa,ORA HONORIO DELGADO ESPINOZA,OPERATIVO,08:15 - 13:45,Av. Daniel Alcides Carrion N° 505
AREQUIPA,CAMANA,CAMANA,ORA HOSPITAL DE APOYO CAMANA,OPERATIVO,08:15 - 13:45,Av. Lima 550
AREQUIPA,MARISCAL NIETO,MOQUEGUA,ORA HOSPITAL REGIONAL DE MOQUEGUA,OPERATIVO,08:15 - 13:45,Av. Simon Bolivar N° 505
AREQUIPA,TACNA,TACNA,ORA HOSPITAL HIPOLITO UNANUE TACNA,OPERATIVO,08:15 - 13:45,Calle Blondell S/N
AREQUIPA,AREQUIPA,PAUCARPATA,MAC AREQUIPA,OPERATIVO,Lun a Vie 08:00 - 16:45  Sab 08:00 - 13:45,Calle Porongoche N°° 500
AREQUIPA,Arequipa,Arequipa,ORA HOSPITAL III GOYENECHE,OPERATIVO,08:15 - 13:45,Av. Goyeneche N° 100
CUSCO,LA CONVENCION,SANTA ANA,QUILLABAMBA,OPERATIVO,08:15 - 13:45,Av. General Gamarra S/N
CUSCO,CUSCO,SANTIAGO,HOSPITAL ANTONIO LORENA,OPERATIVO,08:15 - 13:45,Calle Carlos Ugarte S/N Urb. Primavera Cuartel Agustin Gamarra
CUSCO,CANCHIS,SICUANI,SICUANI,OPERATIVO,08:15 - 13:45,Av. Manuel Callo Zevallos Nª 519
CUSCO,CUSCO,CUSCO,HOSPITAL DE APOYO DEPARTAMENTAL CUSCO,OPERATIVO,08:15 - 13:45,Av. La Cultura S/N - Hospital Regional Cusco
LIMA,CALLAO,VENTANILLA,OR VENTANILLA,OPERATIVO,08:45 - 16:45,Av. F Mz. M2 Lt. 01 GR B2 Proyecto Piloto Pachacutec
LIMA,CALLAO,CALLAO,OR CALLAO,OPERATIVO,08:45 - 16:45,Av.Dos de Mayo N° 440 - 446
CUSCO,CANAS,CANAS,PANP CANAS,OPERATIVO PARCIAL,08:15 - 13:45,Plaza de Armas S/N - Palacio Municipal
CUSCO,CUSCO,SANTIAGO,HOSPITAL BELENPAMPA,OPERATIVO,08:15 - 13:45,Av. 21 de Mayo S/N
CUSCO,ESPINAR,ESPINAR,ESPINAR,OPERATIVO,08:15 - 13:45,Calle Domingo Huarca S/N - Barrio Tupac Amaru
APURÍMAC,ABANCAY,ABANCAY,HOSPITAL GUILLERMO DIAZ DE LA VEGA,OPERATIVO,08:15 - 13:45,Av. Alcides Carrion S/N
APURÍMAC,COTABAMBAS,TAMBOBAMBA,HOSPITAL REGIONAL DE TAMBOBAMBA,CIERRE TEMPORAL,08:15 - 13:45,Barrio Pampaña - Sector Chulcumayo
APURÍMAC,AYMARAES,CHALHUANCA,AYMARAES,OPERATIVO PARCIAL,08:15 - 13:45,Plaza de Armas S/N - Palacio Municipal
APURIMAC,ANTABAMBA,ANTABAMBA,ANTABAMBA,OPERATIVO PARCIAL,08:15 - 13:45,Calle Bolivar S/N
MADRE DE DIOS,TAHUAMANU,IBERIA,HOSPITAL SAN MARTIN PORRES DE IBERIA,OPERATIVO,08:15 - 13:45,Calle Mocopata S/N
APURÍMAC,AYMARAES,CHALHUANCA,HOSPITAL CHALHUANCA,OPERATIVO,08:15 - 13:45,Av. Bolivar S/N
LIMA,CALLAO,MI PERÚ,AG MI PERU,OPERATIVO,08:15 - 13:45,Mz. G7 Lt. 06 Mi Peru  interior de la sede municipal.
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,PAP CARLOS FERMIN FITZCARRALD,OPERATIVO,08:45 - 16:45,"Av. Ramon Castilla N° 320, primer piso Centro Cívico Munic. Provincial de C.F..Fitzcarrald"
ANCASH,SANTA,NUEVO CHIMBOTE,ORA ELEAZAR GUZMAN BARRON,OPERATIVO,08:15 - 13:45,Av. Brasil S/N - Urb. Santa Cristina
ANCASH,HUARAZ,HUARAZ,ORA VICTOR RAMOS GUARDIA,OPERATIVO,08:15 - 13:45,"Av. Mariscal Luzuriaga cdra. 01, esquina con Jr. Pedro Villón cdra .10"
AMAZONAS,Bagua,IMAZA,CENTRO DE SALUD CHIRIACO,OPERATIVO,08:15 - 13:45,Calle Junin S/N - Chiriaco
LORETO,MAYNAS,IQUITOS,"ORA HOSPITAL IQUITOS "" CESAR GARCIA GARAYAR",OPERATIVO,08:15 - 13:45,Cornejo Portugal N° 1710
LORETO,MAYNAS,PUNCHANA,"ORA HOSPITAL DE LORETO "" FEPIPE ARRIOLA""",OPERATIVO,08:15 - 13:45,28 de Julio S/N
JUNIN,CHANCHAMAYO,CHANCHAMAYO,AG CHANCHAMAYO,OPERATIVO,08:45 - 16:45,Tarma Nº 236
APURÍMAC,Chincheros,Chincheros,ORA HOSPITAL CHINCHEROS,OPERATIVO,08:15 - 13:45,Fernando B. Terry S/N
AYACUCHO,LA MAR,SAMUGARI - PALMAPAMPA,PAP SAMUGARI -PALMAPAMPA,OPERATIVO,08:15 - 13:45,Los Laureles S/N Parque Principal
AYACUCHO,HUANCASANCOS,SANCOS,PAP HUANCASANCOS,OPERATIVO,08:15 - 13:45,Ananias Sumaris S/N Sancos
AYACUCHO,HUAMANGA,AYACUCHO,HOSPITAL REGIONAL DE AYACUCHO,OPERATIVO,08:15 - 13:45,Av Daniel Alcides Carrion 2da Cuadra.
AYACUCHO,HUANTA,HUANTA,HOSPITAL DE APOYO HUANTA,OPERATIVO,08:15 - 13:45,Mariscal Castilla Nº 628
AYACUCHO,HUAMANGA,JESUS NAZARENO,HOSPITAL DE APOYO JESUS NAZARENO,OPERATIVO,08:15 - 13:45,Ciro Alegría 547
APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,HOSPITAL DOCENTE HUGO PESCE PESCETTO ANDAHUAYLAS,OPERATIVO,08:15 - 13:45,Hugo Pesce Nº 180
AYACUCHO,CANGALLO,CANGALLO,HOSPITAL DE APOYO CANGALLO,OPERATIVO,08:15 - 13:45,Jr. Santa Rosa Nº 110
CUSCO,LA CONVENCION,KIMBIRI,ORA SAN JUAN DE KIMBIRI - VRAEM,OPERATIVO,08:15 - 13:45,Av. Aeropuertos S/N / Kimbiri
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,OR ANDAHUAYLAS,OPERATIVO,08:45 - 16:45,Jr. Amauta N° 311  Talavera
JUNÍN,HUANCAYO,HUANCAYO,ORA CHILCA,OPERATIVO,08:15 - 13:45,Humbolt 900
JUNIN,HUANCAYO,HUANCAYO,ORA  MATERNO INFANTIL EL CARMEN,OPERATIVO,08:15 - 13:45,Puno Nº 911
JUNIN,CHANCHAMAYO,PICHANAQUI,ORA HOSPITAL DE APOYO PICHANAKI,OPERATIVO,08:15 - 13:45,San Martin S/N
JUNIN,CHANCHAMAYO,CHANCHAMAYO,HOPITAL REGIONAL DOC. JULIO DEMARINI,OPERATIVO,08:15 - 13:45,Daniel A. Carrion
JUNÍN,HUANCAYO,HUANCAYO,ORA LA LIBERTAD,OPERATIVO,08:15 - 13:45,Huancas 695
HUANCAVELICA,TAYACAJA,PAMPAS,ORA PAMPAS,OPERATIVO,08:15 - 13:45,Bolivar S/N Cdra. 4 Barrio Yacuraquina
HUANCAVELICA,ANGARES,LIRCAY,ORA LIRCAY,CIERRE TEMPORAL,08:15 - 13:45,Esmeralda S/N
UCAYALI,CORONEL PORTILLO,YARINACOCHA,ORA HOSPITAL AMAZONICO DE YARINACOCHA,OPERATIVO,08:15 - 13:45,Aguaytia N° 605
CAJAMARCA,JAEN,PUCARA,PANP PUCARA,OPERATIVO PARCIAL,08:15 - 13:45,Jr. Lindo 548
CAJAMARCA,San Ignacio,San Ignacio,HOSPITAL SAN IGNACIO,OPERATIVO,08:15 - 13:45,"Abelardo Quiñones S/N, Sector Santiago"
CAJAMARCA,Jaén,Jaén,HOSPITAL GENERAL DE JAEN,OPERATIVO,08:15 - 13:45,Prolongación Huamantanga S/N - Dentro de Hospital General de Jaén
AMAZONAS,Utcubamba,Bagua Grande,HOSPITAL SANTIAGO APOSTOL,OPERATIVO,08:15 - 13:45,Jr. San Felipe Santiago 111
AMAZONAS,Bagua,Bagua,HOSPITAL DE APOYO BAGUA GUSTAVO LANATA,OPERATIVO,08:15 - 13:45,Heroes de Cenepa 980 - Dentro de Hospital Gustavo Lanata
AMAZONAS,Bongara,Florida,CENTRO DE SALUD POMACOCHAS - FLORIDA,OPERATIVO,08:15 - 13:45,Jr. Pomacochas S/N
AMAZONAS,Chachapoyas,Chachapoyas,HOSPITAL REGIONAL VIRGEN DE FATIMA,OPERATIVO,08:15 - 13:45,Pasaje Daniel Alcides Carrion N° 035
SAN MARTIN,TOCACHE,TOCACHE,HOSPITAL TOCACHE,OPERATIVO,08:15 - 13:45,Jr. Ricardo Palma N° 550
PASCO,PASCO,YANACANCHA,DR. DANIEL ALCIDES CARRION,OPERATIVO,08:15 - 13:45,Av. Los Incas S/N Urb. San Juan
HUANUCO,HUANUCO,HUANUCO,HOSPITAL REGIOSNAL HERMILIO VALDIZAN,OPERATIVO,08:15 - 13:45,Jr. Hermilio Valdizan Nº 950
HUANUCO,HUANUCO,AMARILIS,CARLOS SHOWING FERRARI,OPERATIVO,08:15 - 13:45,Av. Micaela Bastidas S/N Paucarbamba
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,OPERATIVO,08:15 - 13:45,Av. Grau N° 401
HUANUCO,LEONCIO PRADO,RUPA-RUPA,HOSPITAL TINGO MARIA,OPERATIVO,08:15 - 13:45,Mapresa S/N - Luyando
HUANUCO,PACHITEA,PANAO,PANAO,OPERATIVO,08:15 - 13:45,Jr. Grau Nº 193
HUANUCO,DOS DE MAYO,La Union,ORA LA UNION,OPERATIVO,08:15 - 13:45,Jr. Dos de Mayo N° 185
AYACUCHO,PARINACOCHAS,CORACORA,HOSPITAL DE APOYO DE CORACORA,OPERATIVO,08:15 - 13:45,Fermín Tanguis S/N (Altura del Fundo Alto de la Luna)
LIMA,CALLAO,BELLAVISTA,HOSPITAL DANIEL ALCIDES CARRION,OPERATIVO,08:15 - 13:45,Av. Guardia Chalaca 2176
LIMA,LIMA,SAN JUAN DE LURIGANCHO,HOSPITAL SAN JUAN DE LURIGANCHO,OPERATIVO,08:15 - 13:45,Av. Canto Grande s/n - Alt. Paradero 10 Canto Grando.
LIMA,LIMA,SAN MARTIN,HOSPITAL NACIONAL CAYETANO HEREDIA,OPERATIVO,08:15 - 13:45,Honorio Delgado N° 262 - Urb. Ingeniería / Obstetricia
LIMA,BARRANCA,BARRANCA,ORA BARRANCA,OPERATIVO,08:15 - 13:45,Av. Nicolás de Piérola N° 210-224 en el Distrito de Barranca
LIMA,CAÑETE,CAÑETE,ORA REZOLA,OPERATIVO,08:15 - 13:45,Calle san martin 120-124 - san vicente de cañete
LIMA,HUACHO,HUACHO,HOSPITAL REGIONAL DE HUACHO,OPERATIVO,08:15 - 13:45,Av. Jose Arnaldo Arambulu la rosa N° 251
LIMA,HUARAL,HUARAL,HOSPITAL SAN JUAN BAUTISTA HUARAL,OPERATIVO,08:15 - 13:45,"Calle Tacna N° 120, Urb. San Juan II, Huaral, Lima."
LIMA,CALLAO,VENTANILLA,HOSPITAL DE VENTANILLA,OPERATIVO,08:15 - 13:45,Pedro Beltran S/N Ventanilla - Hospital de Ventanilla
LIMA,LIMA,VILLA MARIA EL TRIUNFO,CMI DANIEL ALCIDES CARRION,OPERATIVO,08:15 - 13:45,Av. Pachacutec 3470 (pasando el terminal pesquero)
LIMA,LIMA,SAN BORJA,OR ATENCIONES ESPECIALES DE SAN BORJA,OPERATIVO,08:45 - 16:45,Javier Prado N° 2388 -2386 - 2392
LIMA,CALLAO,VENTANILLA,MAC - VENTANILLA,OPERATIVO,Lun a Vie 08:00 - 16:45  Sab 08:00 - 13:45,Mz C9 Lt S/N Costado de Palacio Municipal
LIMA,CALLAO,BELLAVISTA,MAC - CALLAO,OPERATIVO,Lun a Vie 08:00 - 16:45  Sab 08:00 - 13:45,Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza
LIMA,LIMA,COMAS,HOSPITAL NACIONAL SERGIO E. BERNALES,OPERATIVO,08:15 - 13:45,"Av. Tupac Amaru N° 8000, Collique, Comas."
LIMA,CALLAO,CARMEN DE LA LEGUIA - REYNOSO,HOSPITAL SAN JOSE,OPERATIVO,08:15 - 13:45,Las Magnolias 475 Carmen de la Legua-Reynoso
LIMA,LIMA,LIMA,HOSPITAL NACIONAL DOS DE MAYO,OPERATIVO,08:15 - 13:45,"Parque Historia de la Medicina Peruana Av. Grau S/N Alt. Cdra. 13, Cercado de Lima."
AYACUCHO,LUCANAS,PUQUIO,HOSPITAL FELIPE HUAMAN POMA DE AYALA  DE PUQUIO,OPERATIVO,08:15 - 13:45,Arnaldo Alvarado S/N
LIMA,LIMA,EL AGUSTINO,HOSP. NAC. HIPOLITO UNANUE,OPERATIVO,08:15 - 13:45,Cesar Vallejo Nº 1390
LIMA,LIMA,ATE,HOSPITAL DE HUAYCAN,OPERATIVO,08:15 - 13:45,"Av. José Carlos Mariategui s/n, zona B, Huaycan, Ate."
LIMA,LIMA,LIMA,INSTITUTO NACIONAL MATERNO PERINATAL PERINATAL,OPERATIVO,08:15 - 13:45,Miroquesada Nº 941 - Lima
PUNO,HUANCANE,HUANCANE,ORA LUCIO ALDAZABAL PAUCA,OPERATIVO,08:15 - 13:45,Av. Santa Cruz  S/N
ICA,Chincha,CHINCHA ALTA,HOSPITAL SAN JOSE,OPERATIVO,08:15 - 13:45,Abelardo Alva Maurtua Nº 600
ICA,Ica,ICA,HOSPITAL REGIONAL DE ICA,OPERATIVO,08:15 - 13:45,Ayabaca S/N
ICA,Ica,ICA,HOSPITAL SANTA MARIA DEL SOCORRO,OPERATIVO,08:15 - 13:45,Castrovirreyna N° 759
ICA,Ica,ICA,HOSPITAL SAN JUAN DE DIOS DE PISCO,OPERATIVO,08:15 - 13:45,Fermín Tanguis S/N (Altura del Fundo Alto de la Luna)
ICA,Ica,ICA,HOSPITAL DE APOYO DE NASCA,OPERATIVO,08:15 - 13:45,Calle Mello Catanzaro S/N
PUNO,PUNO,PUNO,ORA HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON,OPERATIVO,08:15 - 13:45,El Sol N° 1022
PUNO,SAN ROMAN,SAN MIGUEL,PAP SAN MIGUEL,OPERATIVO,08:15 - 13:45,Jr. Chachani S/N - Municiplaidad Distrital de San Miguel
PUNO,SAN ROMAN,JULIACA,ORA HOSPITAL CARLOS MONGE MEDRANO,OPERATIVO,08:15 - 13:45,Av. Peru S/N - Puerta de Emergencia - Hospital Carlos Monge Medrano - Juliaca
PUNO,AZANGARO,AZANGARO,CARLOS CORNEJO ROSELLO,OPERATIVO,08:15 - 13:45,Jr. Francisco Bolognesi N° 557
PUNO,MELGAR,AYAVIRI,ORA SAN JUAN DE DIOS - AYAVIRI,OPERATIVO,08:15 - 13:45,Av. Progreso S/N - Hospital San Juan de Dios de Ayaviri
PUNO,EL COLLAO,ILAVE,ORA HOSPITAL II - ILAVE,OPERATIVO,08:15 - 13:45,Jr. Atahualpa 685
PUNO,San Roman,Juliaca,ORA SANTA ADRIANA,OPERATIVO,08:15 - 13:45,Jr. Pachacamac S/N
JUNIN,CONCEPCION,CONCEPCIÃN,PAP CONCEPCIÃN,OPERATIVO,08:15 - 13:45,Ricardo Palma S/N Mercado Central Interior 1  ConcepciÃ³n
ANCASH,HUAYLAS,CARAZ,ORA HOPSITAL APOYO CARAZ,OPERATIVO,08:15 - 13:45,Circunvalacion Norte S/N CARAZ
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUÃS,PAP CARLOS FERMIN FITZCARRALD,OPERATIVO,08:15 - 13:45,RamÃ³n Castilla NÂ° 320 - San LuÃ­s
AREQUIPA,TACNA,TACNA,ORA HOSPITAL HIPOLITO UNANUE,OPERATIVO,08:15 - 13:45,Federico Barreto S/N
AREQUIPA,CARAVELI,CARAVELÃ,PAP CARAVELI,OPERATIVO,08:15 - 13:45,Bolivar S/N
APURÃMAC,ANDAHUAYLAS,ANDAHUAYLAS,HOSPITAL DOCENTE HUGO PESCE PESCETTO ANDAHUAYLAS,OPERATIVO,08:15 - 13:45,Hugo Pesce NÂº 180
AYACUCHO,CAMGALLO,LOS MOROCHUCOS,PAMPA CANGALLO,OPERATIVO,08:15 - 13:45,JosÃ© Maria Arguedas S/N
CAJAMARCA,CELENDIN,CELENDÃN,PAP CELENDIN,OPERATIVO,08:45 - 16:45,Pardo NÂ° 610
PIURA,PIURA,TAMBOGRANDE,TAMBOGRANDE,OPERATIVO,08:15 - 13:45,Jr Castilla NÂ° 449 - Plaza de Armas
LAMBAYEQUE,OLMOS,OLMOS,PANP OLMOS,OPERATIVO PARCIAL,08:15 - 13:45,Av. A. b. Leguia/Calle Alfonso Ugarte
CAJAMARCA,CONTUMAZA,CONTUMAZÃ,PAP CONTUMAZA,OPERATIVO,08:15 - 13:45,Miguel Grau NÂº 212
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,OR JOSÃ LEONARDO ORTIZ,OPERATIVO,08:45 - 16:45,Cacique Cinto NÂº 317 Urb. Latina
PIURA,AYABACA,FRÃAS,OR FRIAS,OPERATIVO,08:45 - 16:45,Lima NÂº 235
LAMBAYEQUE,FERREÃAFE,FERREÃAFE,PAP FERREÃAFE,OPERATIVO,08:45 - 16:45,Tres MarÃ­as NÂº 717 â B
PIURA,TALARA,PARIÃAS,AG TALARA,OPERATIVO,08:45 - 16:45,Martires Petroleros B-3 Conjunto Habitacional - Talara
TUMBES,ZARUMILLA,ZARUMILLO,ZARUMILLA,OPERATIVO,08:15 - 13:45,El Ejercito NÂº 105 - Interior Biblioteca Municipal
CAJAMARCA,SAN MARCOS,PEDRO GÃLVEZ,PAP SAN MARCOS,OPERATIVO,08:45 - 16:45,Alfonso Ugarte NÂ° 325
LORETO,DATEM DEL MARAÃON,BARRANCA,PAP DATEM DEL MARAÃON,OPERATIVO,08:45 - 16:45,Tigre NÂ° 249 - San Lorenzo
LORETO,MAYNAS,BELÃN,OR BELEN,OPERATIVO,08:15 - 13:45,Miraflores S/N P.J. 09 de Octubre
CAJAMARCA,CAJAMARCA,BAÃOS DEL INCA,ORA BAÃOS DEL INCA,OPERATIVO,08:15 - 13:45,Pachacutec 439
LA LIBERTAD,BOLIVAR,BOLÃVAR,PAP BOLIVAR,OPERATIVO,08:15 - 13:45,Bolivar NÂ° 319 - Mz 20 - Lote 8
LA LIBERTAD,JULCAN,JULCÃN,PAP JULCAN,OPERATIVO PARCIAL,08:15 - 13:45,28 de Julio NÂ°201 Centro Civico
LA LIBERTAD,CHEPEN,CHEPÃN,PAP CHEPEN,OPERATIVO,08:45 - 16:45,Chepen
CAJAMARCA,CAJABAMBA,CAJABAMBA,ORA NUESTRA SEÃORA DEL ROSARIO,OPERATIVO,08:15 - 13:45,La Torre NÂ° 277
LA LIBERTAD,CELENDIN,CELEDIN,ORA DE APOYO CELENDIN,OPERATIVO,08:15 - 13:45,Bolognesi NÂ° 740
LA LIBERTAD,TRUJILLO,LA ESPERANZA,JERUSALEN,OPERATIVO,08:15 - 13:45,PASAJE 1 BARRIO 3 MZ. 20 LT. 02 SECTOR JERUSALEN
LA LIBERTAD,OTUZCO,OTUZCO,ELPIDIO BEROVIDES PEREZ,OPERATIVO,08:15 - 13:45,PROGRESO 385
LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL BELÃN DE TRUJILLO,OPERATIVO,08:15 - 13:45,BolÃ­var NÂº 350
LA LIBERTAD,CAJAMARCA,CAJAMARCA,ORA SIMON BOLIVAR,OPERATIVO,08:15 - 13:45,Mario Urteaga NÂ° 500
LA LIBERTAD,CAJAMARCA,CAJAMARCA,MAC CAJAMARCA,OPERATIVO,Lun a Vie 08:00 - 16:45  Sab 08:00 - 13:45,Av. Via de Evitamineto. Jr. El Mutuy y Av. La Cantuta - Cajamarca - Centro Comercial Real Plaza Segundo Piso
PASCO,OXAPAMPA,CONSTITUCIÃN,AG CONSTITUCION,OPERATIVO,08:15 - 13:45,"Oficina NÂ° 03 frenta a la Plaza de Armas, cuarta etapa del distrito de ConstituciÃ³n"
PASCO,OXAPAMPA,PALCAZÃ,AG PALCAZU,OPERATIVO,08:15 - 13:45,Juan Santos Atahualpa Mz. U Lt 01 Esquina con Av. Juan Frantzen - Mercado de Productores Agropecuarios - Iscozacin
HUANUCO,MARAÃON,HUACRACHUCO,PAP MARAÃON,OPERATIVO,08:15 - 13:45,Parque Mayobamba Â Av. 28 de Julio NÂ° 620
HUANUCO,LEONCIO PRADO,JOSÃ CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,OPERATIVO,08:15 - 13:45,Maria Parado de Bellido
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLÃS,AG RODRIGUEZ DE MENDOZA,OPERATIVO,08:15 - 13:45,Victor Mori NÂ° 204
CAJAMARCA,JaÃ©n,JaÃ©n,HOSPITAL GENERAL DE JAEN,OPERATIVO,08:15 - 13:45,Huamantanga NÂ° 850
PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMÃDEZ,OPERATIVO,08:15 - 13:45,Remigio Morales BermÃºdez S/N
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIÃN,OPERATIVO,08:15 - 13:45,Jorge Chavez S/N Plaza Principal
HUANUCO,LAURICOCHA,JESÃS,PAP LAURICOCHA,OPERATIVO,08:15 - 13:45,Leoncio Prado S/N - Centro Civico
HUANUCO,HUANUCO,HUÃNUCO,OR HUANUCO,OPERATIVO,08:45 - 16:45,28 de Julio NÂ° 825
HUANUCO,LAURICOCHA,BAÃOS,AG BAÃOS,OPERATIVO PARCIAL,08:15 - 13:45,MaraÃ±on S/N
